Source,Target,Pair
CCND1,G1-phase pathway,Gene-Pathway
CCND1,G1-S transition,Gene-Pathway
CCND1,"MEK, p38, ERK1/2",Gene-Pathway
CCND1,AP-1,Gene-Pathway
CCND1,G1 phase,Gene-Pathway
CCND1,p38 MAPK,Gene-Pathway
CCND1,PI3K/AKT pathway,Gene-Pathway
CCND1,ERK1/2,Gene-Pathway
CCND1,"STAT3,Erk,p38",Gene-Pathway
CCND1,CDK4-cyclin D1 pathway,Gene-Pathway
CCND1,Cell cycle progression,Gene-Pathway
CCND1,G1-S regulatory pathway,Gene-Pathway
CCND1,RAS/MAPK,Gene-Pathway
CCND1,G1/S transition,Gene-Pathway
CCND1,Cyclin D/CDK4,Gene-Pathway
CCND1,Cyclin D1/CDK4,Gene-Pathway
CCND1,Cyclin pathway,Gene-Pathway
CCND1,ER-cyclin D1-CDK4/6-RB pathway,Gene-Pathway
CCND1,Cyclin signaling,Gene-Pathway
CCND1,CDK4/6-cyclin D1,Gene-Pathway
CCND1,"Wnt, Hippo",Gene-Pathway
CCND1,CDKN2A-CCND-CDK4/6-Rb,Gene-Pathway
CCND1,Akt/GSK-3/Cdc2 pathway,Gene-Pathway
CCND1,mTORC1/2,Gene-Pathway
CCND1,"PKC,MAPK",Gene-Pathway
CCND1,G1 arrest,Gene-Pathway
CCND1,"PI3K/AKT/mTOR, Cell-cycle machinery",Gene-Pathway
CCNE1,PI3K/AKT,Gene-Pathway
CCNE1,G1-S transition,Gene-Pathway
CCNE1,"MEK, p38, ERK1/2",Gene-Pathway
CCNE1,G1-S regulatory pathway,Gene-Pathway
CDKN1A,Cell cycle,Gene-Pathway
CDKN1A,Cell-cycle markers,Gene-Pathway
CDKN1A,"STAT3,Erk,p38",Gene-Pathway
CDKN2A,Raf-Mek-Erk pathway,Gene-Pathway
CDKN2A,Cell cycle pathway,Gene-Pathway
CDKN2A,FAMMM,Gene-Pathway
CDKN2A,"RB1,TP53",Gene-Pathway
CDKN2A,p16INK4/CDK4/RB,Gene-Pathway
CDKN2A,Cell cycle control,Gene-Pathway
CDKN2A,"Rb-CDK4,p53",Gene-Pathway
CDKN2A,Rb pathway,Gene-Pathway
CDKN2A,p16-cdk4-cyclin D1-pRb,Gene-Pathway
CDKN2A,"Rb-CDK4, p53 pathways",Gene-Pathway
CDKN2A,CDK4/CDK6-cyclin D1-Rb-p16/ink4a pathway,Gene-Pathway
CDKN2A,p16INK4a/cyclin D/CDK4/6/RB pathway,Gene-Pathway
CDKN2A,MEK,Gene-Pathway
CDKN2A,Cell-cycle pathway,Gene-Pathway
CDKN2A,G1-phase pathway,Gene-Pathway
CDKN2A,Cyclin D-CDK4/6-Rb-INK4,Gene-Pathway
CDKN2A,Cell cycle,Gene-Pathway
CDKN2A,CDK4/6/RB pathway,Gene-Pathway
CDKN2A,p53 pathway,Gene-Pathway
CDKN2A,"CDK4-pRb, p53",Gene-Pathway
CDKN2A,pRB,Gene-Pathway
CDKN2A,P16(INK4A)-CDK4/6-RB,Gene-Pathway
CDKN2A,Pigmentation pathway,Gene-Pathway
CDKN2A,G1 cyclin-dependent kinase,Gene-Pathway
CDKN2A,TGFB,Gene-Pathway
CDKN2A,COX-2/Wnt,Gene-Pathway
CDKN2A,Cyclin pathway,Gene-Pathway
CDKN2A,"p53, p16",Gene-Pathway
CDKN2A,CDKN2A-CCND-CDK4/6-Rb,Gene-Pathway
CDKN2A,Rb/p16INK4a/cyclin D-dependent kinase,Gene-Pathway
CDKN2A,Rb and p53/MDM2/p14ARF,Gene-Pathway
CDKN2A,"p16(INK4A)-CDK4-RB, RAS-RAF-MEK-ERK, PI3K-AKT",Gene-Pathway
CDKN2A,RAR signaling,Gene-Pathway
CDKN2A,Cyclin D-CDK4/6,Gene-Pathway
CDKN2A,"MAPK, Cell cycle",Gene-Pathway
CDKN2B,Raf-Mek-Erk pathway,Gene-Pathway
CDKN2B,"RB1,TP53",Gene-Pathway
CDKN2B,"Rb-CDK4, p53 pathways",Gene-Pathway
CDKN2B,MEK,Gene-Pathway
CDKN2B,Cell-cycle pathway,Gene-Pathway
CDKN2B,TGF beta,Gene-Pathway
CDKN2B,TGF-beta,Gene-Pathway
CDKN2B,TGFB,Gene-Pathway
CDKN2B,Cyclin pathway,Gene-Pathway
CDKN2B,Akt/GSK-3/Cdc2 pathway,Gene-Pathway
CDKN2B,Cell cycle,Gene-Pathway
CDKN2B,Cyclin D-CDK4/6,Gene-Pathway
E2F1,"CDK4/6,Erk1/2",Gene-Pathway
E2F1,"mTORC1/2,CDK4/6",Gene-Pathway
E2F1,mTORC1/2,Gene-Pathway
EGFR,EGFR,Gene-Pathway
EGFR,EGFR-TKI pathway,Gene-Pathway
EGFR,"MAPK, AKT, STAT3, Src, Abl",Gene-Pathway
EGFR,"p16-CDK4/6-RB,AREG/EGFR",Gene-Pathway
EGFR,"CDK4/6,IGF1R/FGFR/EGFR",Gene-Pathway
EGFR,"EGFR, HER2, AKT",Gene-Pathway
EGFR,"EGFR, HER2",Gene-Pathway
EGFR,Akt/GSK-3/Cdc2 pathway,Gene-Pathway
EGFR,EGFR signaling,Gene-Pathway
ERBB2,Cell cycle pathway,Gene-Pathway
ERBB2,PI3K/AKT/mTOR,Gene-Pathway
ERBB2,Cell-cycle pathway,Gene-Pathway
ERBB2,"EGFR, HER2, AKT",Gene-Pathway
ERBB2,"EGFR, HER2",Gene-Pathway
ERBB2,"Estrogen signaling, HER2 signaling",Gene-Pathway
ERBB2,Akt/GSK-3/Cdc2 pathway,Gene-Pathway
ESR1,Cell cycle pathway,Gene-Pathway
ESR1,PI3K/AKT/mTOR,Gene-Pathway
ESR1,PIK3CA/mTOR,Gene-Pathway
ESR1,MAP kinase pathway,Gene-Pathway
ESR1,ATR:CHK1,Gene-Pathway
ESR1,"mTORC1/2,CDK4/6,ER",Gene-Pathway
ESR1,"Estrogen signaling, HER2 signaling",Gene-Pathway
ESR1,Growth factor receptor signaling,Gene-Pathway
MDM2,Retinoblastoma pathway,Gene-Pathway
MDM2,Cell cycle control,Gene-Pathway
MDM2,12q13-15 region,Gene-Pathway
MDM2,TP53 pathway,Gene-Pathway
MDM2,Rb and p53/MDM2/p14ARF,Gene-Pathway
MDM2,Cell cycle,Gene-Pathway
MDM2,"pRB/CDK4/RB1/P16(ink4),TP53/MDM2/P14(arf),PI3K/Akt-PTEN",Gene-Pathway
MTOR,mTOR,Gene-Pathway
MTOR,PI3K/AKT/mTOR,Gene-Pathway
MTOR,MTOR,Gene-Pathway
MTOR,"PI3K/AKT/mTOR, CDK4/6",Gene-Pathway
MTOR,CDK4/6,Gene-Pathway
MTOR,PI3K/Akt/mTOR,Gene-Pathway
MTOR,"PI3K/Akt/mTOR,CDK4/6/RB",Gene-Pathway
MTOR,PIK3CA/mTOR,Gene-Pathway
MTOR,PI3K/mTOR,Gene-Pathway
MTOR,PI3K/AKT/mTOR signaling pathway,Gene-Pathway
MTOR,"MAPK, mTORC1/p70S6K, src/FAK",Gene-Pathway
MTOR,AKT/mTOR,Gene-Pathway
MTOR,mTOR/p70-S6k,Gene-Pathway
MTOR,"PI3K/AKT, PTEN, mTOR",Gene-Pathway
MTOR,PI3K-mTOR,Gene-Pathway
MTOR,mTORC1,Gene-Pathway
MTOR,"Metabolic pathway, ROS signaling pathway, HIF1a, mTOR signaling",Gene-Pathway
MTOR,"PI3K-AKT, mTOR, CDK4/6",Gene-Pathway
MTOR,PI3K,Gene-Pathway
MTOR,"MTORC1, E2F, MYC",Gene-Pathway
MTOR,"PI3K/mTOR, CDK4/6",Gene-Pathway
MTOR,"PI3K, AKT, mTOR",Gene-Pathway
MTOR,AKT/mTOR axis,Gene-Pathway
MTOR,AKT/mTOR pathway,Gene-Pathway
MTOR,"PI3K-mTOR pathway,RAS/RAF/MAPK pathway",Gene-Pathway
MYC,Amplifications,Gene-Pathway
MYC,HR,Gene-Pathway
MYC,p38 MAPK,Gene-Pathway
MYC,JNK/CDK4-dependent pSmad3L,Gene-Pathway
MYC,Endocrine signaling,Gene-Pathway
MYC,Beta-catenin-Tcf,Gene-Pathway
MYC,"MTORC1, E2F, MYC",Gene-Pathway
MYC,Wnt signaling,Gene-Pathway
MYC,G1 arrest,Gene-Pathway
NF1,RAS-MAPK,Gene-Pathway
NF1,PI3K/AKT/mTOR,Gene-Pathway
NRAS,RAS-BRAF,Gene-Pathway
NRAS,RAS-RAF-MEK-ERK,Gene-Pathway
NRAS,MAPK,Gene-Pathway
NRAS,"MAPK, PI3K, CDK4/6",Gene-Pathway
NRAS,Mitogen-activated protein kinase pathway,Gene-Pathway
NRAS,RAS-MAPK,Gene-Pathway
NRAS,Senescence escape,Gene-Pathway
NRAS,"MAPK, Cell cycle",Gene-Pathway
PIK3CA,PI3K pathway,Gene-Pathway
PIK3CA,PI3K/AKT,Gene-Pathway
PIK3CA,PIK3CA-AKT,Gene-Pathway
PIK3CA,PI3K/AKT pathway,Gene-Pathway
PIK3CA,PI3K/AKT/mTOR,Gene-Pathway
PIK3CA,PI3K,Gene-Pathway
PIK3CA,"PI3K, AKT",Gene-Pathway
PIK3CA,PI3K-AKT,Gene-Pathway
PIK3CA,PI3K/Akt/mTOR,Gene-Pathway
PIK3CA,"PI3K/Akt/mTOR,CDK4/6/RB",Gene-Pathway
PIK3CA,PIK3CA/mTOR,Gene-Pathway
PIK3CA,PI3K/mTOR,Gene-Pathway
PIK3CA,"PI3K-AKT, CCND1-CDK4/6",Gene-Pathway
PIK3CA,PI3K/AKT/mTOR signaling pathway,Gene-Pathway
PIK3CA,"PI3K, Cell-cycle, Apoptosis",Gene-Pathway
PIK3CA,"MAPK, PI3K, S6K1",Gene-Pathway
PIK3CA,"Notch, PI3K/AKT",Gene-Pathway
PIK3CA,"PI3K-AKT, mTOR, CDK4/6",Gene-Pathway
PIK3CA,"PI3K, AKT, mTOR",Gene-Pathway
PIK3CA,"MAPK, AKT",Gene-Pathway
PIK3CA,mTOR pathway,Gene-Pathway
PIK3CA,"p16(INK4A)-CDK4-RB, RAS-RAF-MEK-ERK, PI3K-AKT",Gene-Pathway
PIK3CA,S6K1,Gene-Pathway
PTEN,DNA repair pathway,Gene-Pathway
PTEN,PTEN-related pathways,Gene-Pathway
PTEN,"PI3K/AKT, PTEN, mTOR",Gene-Pathway
PTEN,Cell cycle progression,Gene-Pathway
PTEN,PI3K pathway,Gene-Pathway
PTEN,PI3K-PTEN-AKT-FoxO3a,Gene-Pathway
PTEN,Endocrine signaling,Gene-Pathway
PTEN,PI3K,Gene-Pathway
PTEN,"pRB/CDK4/RB1/P16(ink4),TP53/MDM2/P14(arf),PI3K/Akt-PTEN",Gene-Pathway
RB1,Rb1,Gene-Pathway
RB1,Cell cycle control,Gene-Pathway
RB1,p16-cdk4-cyclin D1-pRb,Gene-Pathway
RB1,CDK4/CDK6-cyclin D1-Rb-p16/ink4a pathway,Gene-Pathway
RB1,G1/S transition,Gene-Pathway
RB1,G1-S checkpoint,Gene-Pathway
RB1,p16INK4a/cyclin D/CDK4/6/RB pathway,Gene-Pathway
RB1,CDK4/6-RB,Gene-Pathway
RB1,"PI3K/Akt/mTOR,CDK4/6/RB",Gene-Pathway
RB1,PI3K/AKT/mTOR,Gene-Pathway
RB1,Cell cycle,Gene-Pathway
RB1,c-Myc,Gene-Pathway
RB1,G1-phase pathway,Gene-Pathway
RB1,NF-魏B,Gene-Pathway
RB1,"NF-魏B, AKT",Gene-Pathway
RB1,Cyclin D-CDK4/6-Rb-INK4,Gene-Pathway
RB1,TGF-beta,Gene-Pathway
RB1,CDK4/6/RB pathway,Gene-Pathway
RB1,pRB,Gene-Pathway
RB1,Cyclin D-CDK4/6-INK4-Rb,Gene-Pathway
RB1,Rb pathway,Gene-Pathway
RB1,G1 control pathway,Gene-Pathway
RB1,pRb pathway,Gene-Pathway
RB1,G1 cyclin-dependent kinase,Gene-Pathway
RB1,"CDK4/6,Erk1/2",Gene-Pathway
RB1,CDK4/6-RB pathway,Gene-Pathway
RB1,"p16-CDK4/6-RB,AREG/EGFR",Gene-Pathway
RB1,Cyclin D1-CDK4/6-retinoblastoma pathway,Gene-Pathway
RB1,BRAF pathway,Gene-Pathway
RB1,PI3K/mTOR,Gene-Pathway
RB1,Cyclin D-CDK4/6-Rb pathway,Gene-Pathway
RB1,ER-cyclin D1-CDK4/6-RB pathway,Gene-Pathway
RB1,CDK-Rb-E2F,Gene-Pathway
RB1,CDKN2A-CCND-CDK4/6-Rb,Gene-Pathway
RB1,mTORC1/2,Gene-Pathway
RB1,"p16(INK4A)-CDK4-RB, RAS-RAF-MEK-ERK, PI3K-AKT",Gene-Pathway
RB1,"pRB/CDK4/RB1/P16(ink4),TP53/MDM2/P14(arf),PI3K/Akt-PTEN",Gene-Pathway
RB1,"MAPK, Akt",Gene-Pathway
RB1,CDK4/6-Rb-E2F pathway,Gene-Pathway
RB1,Cyclin D-CDK4/6-Rb,Gene-Pathway
RB1,CKI-CDK-Rb pathway,Gene-Pathway
TP53,Cell cycle control,Gene-Pathway
TP53,"p53 control, growth signaling, cell cycle control",Gene-Pathway
TP53,p53 pathway,Gene-Pathway
TP53,"Hedgehog, Akt, p53",Gene-Pathway
TP53,Cell cycle progression,Gene-Pathway
TP53,NOTCH,Gene-Pathway
TP53,DNA damage response,Gene-Pathway
TP53,"p53, p16",Gene-Pathway
TP53,Wnt signaling,Gene-Pathway
TP53,TP53 pathway,Gene-Pathway
TP53,ARF-p53,Gene-Pathway
TP53,Rb and p53/MDM2/p14ARF,Gene-Pathway
TP53,"Rb-CDK4,p53",Gene-Pathway
TP53,"pRB/CDK4/RB1/P16(ink4),TP53/MDM2/P14(arf),PI3K/Akt-PTEN",Gene-Pathway
TP53,Retinoblastoma pathway,Gene-Pathway
Melanoma cells,Melanoma,Cell type-Disease
Braf(V600E) melanoma cells,Melanoma,Cell type-Disease
Melanoma cell lines,Melanoma,Cell type-Disease
intestinal epithelial cells,Adenoma,Cell type-Disease
Circulating tumor cells (CTCs),Breast cancer,Cell type-Disease
Tumor cells,Breast cancer,Cell type-Disease
Glioma cells,Glioma,Cell type-Disease
Testicular cells,Varicocele,Cell type-Disease
Myeloma cells,Myeloma,Cell type-Disease
Breast cancer cell lines,Endocrine therapy-resistant breast cancer,Cell type-Disease
"OVCAR-3, Caov-4",Ovarian cancer,Cell type-Disease
OSCC cells,Oral squamous cell carcinoma,Cell type-Disease
breast cancer cells,Breast cancer,Cell type-Disease
"OVCAR-3, Caov-4 cell lines",Ovarian cancer,Cell type-Disease
Cancer cells,Cancer,Cell type-Disease
Ovarian cancer cells,Ovarian cancer,Cell type-Disease
MGC-803 cells,Gastric cancer,Cell type-Disease
B cells,B cell non-Hodgkin's lymphoma (B-NHL),Cell type-Disease
Leiomyosarcomatous cells,Uterine leiomyosarcoma,Cell type-Disease
Rhabdomyosarcomatous cells,Uterine leiomyosarcoma,Cell type-Disease
Astrocytes,"Glioblastoma, low-grade astrocytoma, anaplastic astrocytoma",Cell type-Disease
MCF-7 cells,Breast cancer,Cell type-Disease
Cell lines,BRAF inhibitor-resistant tumor,Cell type-Disease
CMT cells,Breast cancer,Cell type-Disease
Carcinoma cells,HPV-positive carcinoma,Cell type-Disease
Glioma cell lines,Glioblastoma,Cell type-Disease
T cells,T-cell acute lymphoblastic leukemia,Cell type-Disease
keratinocytes,Carcinogenesis,Cell type-Disease
ECFCs,Moyamoya disease (MMD),Cell type-Disease
Cervical cancer cell lines,Cervical cancer,Cell type-Disease
HCC cells,Hepatocellular carcinoma,Cell type-Disease
Gallbladder cells,Gallbladder cancer,Cell type-Disease
Melanoma cell lines,Metastatic melanoma,Cell type-Disease
GBM cells,GBM,Cell type-Disease
Glioblastoma cells,Glioblastoma,Cell type-Disease
Chordoma cells,Chordoma,Cell type-Disease
RB-deficient cells,ER+/RB-deficient xenografts,Cell type-Disease
Luminal A BC cells,Breast cancer,Cell type-Disease
MCF7,Breast cancer,Cell type-Disease
"Breast cancer cell lines, PDX models",Breast cancer,Cell type-Disease
MCF-7 breast cancer cells,Breast cancer,Cell type-Disease
hMSCs,"Osteosarcoma, Liposarcoma",Cell type-Disease
Lymphoid cells,Tumor,Cell type-Disease
Tumor cells,Tumor,Cell type-Disease
MDA-MB-231 cells,Triple negative cancer,Cell type-Disease
MCF-7 cells,Luminal A cancer,Cell type-Disease
Primary GBM cell lines,GBM,Cell type-Disease
Tumor cells,ICC,Cell type-Disease
B-cells,Burkitt lymphoma,Cell type-Disease
Melanoma cells,NRAS-mutant melanoma,Cell type-Disease
AML cells,AML,Cell type-Disease
Tumor cells,Colorectal cancer,Cell type-Disease
Cell lines,Colorectal cancer,Cell type-Disease
non-IBC cells,non-IBC,Cell type-Disease
HPV(neg) HNSCC cell lines,HPV(neg) HNSCC,Cell type-Disease
Melanoma cells,NRAS melanoma,Cell type-Disease
Breast cancer cells,Breast cancer,Cell type-Disease
pituitary cells,Pituitary adenomas,Cell type-Disease
Endothelial cells,HHT,Cell type-Disease
Neuronal cells,Diet-induced obesity (DIO),Cell type-Disease
TNBC cell lines,Triple-negative breast cancer,Cell type-Disease
Breast cancer cell lines,Breast cancer,Cell type-Disease
IBC cells,IBC,Cell type-Disease
Melanoma cells,CDK4/6 inhibitors,Cell type-Drugs
Braf(V600E) melanoma cells,Vemurafenib,Cell type-Drugs
Braf(V600E) melanoma cells,GLS1i,Cell type-Drugs
Melanoma cells,"Trametinib, BKM120, LEE011",Cell type-Drugs
Melanoma cell lines,MEK inhibitors,Cell type-Drugs
MSCs,GRN163L,Cell type-Drugs
Mucosal melanoma,CDK4/6 inhibitors,Cell type-Drugs
"MCF-7, MDA-MB-231","CTL, ERA",Cell type-Drugs
"OVCAR-3, Caov-4",HLCA,Cell type-Drugs
Myoblasts,GAA,Cell type-Drugs
OSCC cells,Metformin,Cell type-Drugs
Mesenchymal stem cells,GRN163L,Cell type-Drugs
Cancer cells,IB-MECA,Cell type-Drugs
Ovarian cancer cells,IB-MECA,Cell type-Drugs
Primary human melanocytes,ATRA,Cell type-Drugs
GBM cells,"palbociclib, erlotinib",Cell type-Drugs
Chordoma cells,"Afatinib,Palbociclib",Cell type-Drugs
RB-deficient cells,"Pemrametostat, Fulvestrant",Cell type-Drugs
"Breast cancer cell lines, PDX models",Camizestrant,Cell type-Drugs
PI3K/AKT/mTOR pathway,"CDK4/6 inhibitors,ET",Cell type-Drugs
Primary GBM cell lines,"Palbociclib, Everolimus",Cell type-Drugs
Tumor cells,"Palbociclib, MLN0128",Cell type-Drugs
Ovarian cancer cells,"Olaparib, Palbociclib",Cell type-Drugs
Melanoma cells,"MEK1/2 inhibitors, CDK4/6 inhibitors",Cell type-Drugs
NB cell lines,"PI3K inhibitors, FGFR inhibitors, CDK4/6 inhibitors",Cell type-Drugs
AML cells,"CDK4/6 inhibitors, FLT3 inhibitors, pan-PI3K inhibitors",Cell type-Drugs
Tumor cells,"Alpelisib, Ribociclib",Cell type-Drugs
Cell lines,"Ribociclib, Alpelisib",Cell type-Drugs
Tumor cells,"Ribociclib, Alpelisib",Cell type-Drugs
HPV(neg) HNSCC cell lines,Alpelisib,Cell type-Drugs
Melanoma cells,"MEK inhibitors, CDK4/6 inhibitors",Cell type-Drugs
Neuronal cells,CDK4/6 inhibitors,Cell type-Drugs
"P114,CF41 cells",Palbociclib,Cell type-Drugs
pRb-competent cells,CDK4/6 inhibitors,Cell type-Drugs
Breast cancer cell lines,Palbociclib,Cell type-Drugs
"MCF7, T47D","EGFR, HER2, AKT",Cell type-Pathway
HEK293T cells,CDK4/CDK6-cyclin D1 pathway,Cell type-Pathway
Neuroblastoma cells,pRb,Cell type-Pathway
MSCs,Cell cycle,Cell type-Pathway
Testicular cells,Cell cycle,Cell type-Pathway
"OVCAR-3, Caov-4 cell lines",Cyclin D/CDK4,Cell type-Pathway
Ovarian cancer cells,Cyclin D1/CDK4,Cell type-Pathway
ECFCs,Cell cycle,Cell type-Pathway
CD34+ progenitors,TGF-beta,Cell type-Pathway
Luminal A BC cells,ATR:CHK1,Cell type-Pathway
PI3K/AKT/mTOR pathway,PI3K/AKT/mTOR,Cell type-Pathway
Primary GBM cell lines,MTOR,Cell type-Pathway
Circulating tumor cells,Endocrine signaling,Cell type-Pathway
Tumor cells,"PI3K, Cell-cycle, Apoptosis",Cell type-Pathway
HPV(neg) HNSCC cell lines,PI3K,Cell type-Pathway
Melanoma cells,S6K1,Cell type-Pathway
Breast cancer cells,PI3K-PTEN-AKT-FoxO3a,Cell type-Pathway
CD34+ cells,TGF-beta,Cell type-Pathway
T-ALL cell line,pRb pathway,Cell type-Pathway
Pituitary gland,CKI-CDK-Rb pathway,Cell type-Pathway
IBC cells,NOTCH,Cell type-Pathway
Lung cancer,Notopterol,Disease-Drugs
Breast cancer,Capivasertib,Disease-Drugs
Breast cancer,"Capivasertib, anti-HER2 agents, endocrine treatment",Disease-Drugs
Cancer,"Cobimetinib, ALK inhibitors",Disease-Drugs
Solid tumors,"MEK inhibitors, CDK4/6 inhibitors",Disease-Drugs
Melanoma,"CDK4/6 inhibitors, BRAF/MEK-targeting agents",Disease-Drugs
Melanoma,"CDK4/6 inhibitors, BRAF inhibitors, MEK inhibitors",Disease-Drugs
Melanoma,"BRAF inhibitors, MEK inhibitors, CDK4/6 inhibitors",Disease-Drugs
Melanoma,CDK4/6 inhibitors,Disease-Drugs
Melanoma,Vemurafenib,Disease-Drugs
Melanoma,GLS1i,Disease-Drugs
Metastatic melanoma,CDK4/6 inhibitors,Disease-Drugs
Cancer,anti-PD-1,Disease-Drugs
Melanoma,"MEK inhibitors, CDK4/6 inhibitors",Disease-Drugs
papillary thyroid carcinoma,vemurafenib,Disease-Drugs
Acral melanoma,BRAF inhibitors,Disease-Drugs
Melanoma,"Trametinib, BKM120, LEE011",Disease-Drugs
Melanoma,"Palbociclib,BRAF inhibitors,MEK inhibitors",Disease-Drugs
Cancer,BRAF inhibitors,Disease-Drugs
Colorectal cancer,"Encorafenib, Cetuximab, CDK4/6 inhibitors",Disease-Drugs
Melanoma,MEK inhibitors,Disease-Drugs
Metastatic melanoma,"Trametinib, Dabrafenib",Disease-Drugs
Metastatic melanoma,"Pembrolizumab, Durvalumab, Atezolizumab, BRAF inhibitors, MEK inhibitors",Disease-Drugs
Melanoma,"mTOR inhibitors, BRAF inhibitors, MEK inhibitors",Disease-Drugs
PMM,"MEK inhibitors, CDK4/6 inhibitors",Disease-Drugs
Mucosal melanomas,"MEK inhibitors, CDK4/6 inhibitors",Disease-Drugs
Melanoma,"BRAF inhibitors, MEK inhibitors",Disease-Drugs
Cancer,CDK4/6 inhibitors,Disease-Drugs
Esophageal conditions,NMBA,Disease-Drugs
Antiandrogen-resistant disease,CDK4/6 inhibitors,Disease-Drugs
Immune-refractory cancer,CDK4/6 inhibitors,Disease-Drugs
Hepatocellular carcinoma (HCC),"Abemaciclib, Ribociclib, Lenvatinib",Disease-Drugs
Breast cancer,"letrozole, everolimus, palbociclib",Disease-Drugs
Prostate cancer,PD-0332991,Disease-Drugs
Tumor,Erufosine,Disease-Drugs
Ovarian cancer,CDK4/6 inhibitors,Disease-Drugs
Ovarian cancer,HLCA,Disease-Drugs
Tumor,Palbociclib,Disease-Drugs
Tumor,"Vitamin K2, Vitamin K3",Disease-Drugs
Esophageal squamous cell carcinoma,SAHA,Disease-Drugs
Colorectal cancer,EESB,Disease-Drugs
Colorectal cancer,Palbociclib,Disease-Drugs
Cancer,Salidroside,Disease-Drugs
Oral squamous cell carcinoma,Metformin,Disease-Drugs
Advanced gastric cancer,"ERBB2 inhibitors, EGFR inhibitors",Disease-Drugs
Cancer,IB-MECA,Disease-Drugs
Ovarian cancer,IB-MECA,Disease-Drugs
Nonbreast solid tumors,Palbociclib,Disease-Drugs
HCC,CDK4/6 inhibitors,Disease-Drugs
Advanced sarcomas,"Flavopiridol,Doxorubicin",Disease-Drugs
Breast cancer,elacestrant,Disease-Drugs
Breast cancer,Palbociclib,Disease-Drugs
HCC,"Abemaciclib, lenvatinib",Disease-Drugs
Cancer,Talazoparib,Disease-Drugs
Cancer,PARP inhibitors,Disease-Drugs
Osteosarcoma,Palbociclib,Disease-Drugs
Dermatofibrosarcoma protuberans,Imatinib,Disease-Drugs
Serous ovarian tumor,"Palbociclib, Letrozole",Disease-Drugs
"Melanoma, GBM","MDM2/4 inhibitors, CDK4/6 inhibitors, immunotherapy",Disease-Drugs
Non-small cell lung cancer (NSCLC),Combined drugs,Disease-Drugs
PM,CDK4/6 inhibitors,Disease-Drugs
Ewing's sarcoma,Doxorubicin,Disease-Drugs
Non-small cell lung cancer,"Osimertinib, Palbociclib",Disease-Drugs
NSCLC,"Osimertinib, palbociclib",Disease-Drugs
HCC,"palbociclib,celecoxib",Disease-Drugs
Cancer,"CDK4/6 inhibitors, immunotherapy",Disease-Drugs
Head and neck squamous cell carcinoma,"Palbociclib, Cetuximab",Disease-Drugs
Melanoma,BRAF/MEK inhibitors,Disease-Drugs
Multiple myeloma,"Erk1/2 inhibitors,CDK4/6 inhibitors",Disease-Drugs
Disease progression,Osimertinib,Disease-Drugs
NAC-resistant tumors,EGFR and HER2 inhibitors,Disease-Drugs
Nasopharyngeal carcinoma,"EGFR blockers, CDK4/6 inhibitors",Disease-Drugs
NPC (nasopharyngeal carcinoma),"Cetuximab, Afatinib, Palbociclib",Disease-Drugs
GBM,"palbociclib, erlotinib",Disease-Drugs
Non-small cell lung cancer,EGFR-TKIs,Disease-Drugs
Squamous cell lung cancer,"Necitumumab, afatinib, erlotinib",Disease-Drugs
EGFR-amplified tumours,"CDK4/6 inhibitors, EGFR inhibitors",Disease-Drugs
NSCLC,EGFR-TKI,Disease-Drugs
