Source,Target,Pair
Non-small cell lung cancer (NSCLC),Osimertinib,Disease-Drugs
Lung cancer,Osimertinib,Disease-Drugs
Lung cancer,PD 0332991,Disease-Drugs
Non-small cell lung cancer (NSCLC),EGFR inhibitors,Disease-Drugs
Epithelial cancers,EGFR inhibitors,Disease-Drugs
Brain cancer,EGFR inhibitors,Disease-Drugs
NSCLC,Osimertinib,Disease-Drugs
Desmoplastic small round cell tumor (DSRCT),B7-H3,Disease-Drugs
Lung metastases (LM),EGFR-TKIs,Disease-Drugs
Metastatic breast cancer (mBC),Palbociclib,Disease-Drugs
Chordoma,"Afatinib,Palbociclib",Disease-Drugs
Hepatocellular carcinoma (HCC),multi-kinase inhibitors,Disease-Drugs
Lung metastases,EGFR-TKIs,Disease-Drugs
Metastatic breast cancer,CDK4/6 inhibitors,Disease-Drugs
Breast cancer,Neoadjuvant therapy,Disease-Drugs
"ER-positive, HER2-negative breast cancer","Palbociclib, Fulvestrant",Disease-Drugs
Endocrine resistance,CDK4/6 inhibitors,Disease-Drugs
"Hormone receptor-positive, HER2-negative breast cancer","Fulvestrant, Capivasertib",Disease-Drugs
Metastatic breast cancer,Trastuzumab,Disease-Drugs
Breast cancer,"Abemaciclib, fulvestrant, palbociclib, ribociclib",Disease-Drugs
Breast cancer,Trastuzumab,Disease-Drugs
Breast cancer,"HER2-directed therapy, Chemotherapy",Disease-Drugs
metastatic breast cancer,CDK4/6 inhibitor,Disease-Drugs
Advanced-stage breast cancer,"ribociclib,palbociclib,abemaciclib",Disease-Drugs
Breast cancer,"Neratinib,Trastuzumab deruxtecan,Palbociclib",Disease-Drugs
Advanced/metastatic breast cancer,"CDK4/6 inhibitors, Endocrine therapy",Disease-Drugs
Metastatic breast cancer,"CDK4/6 inhibitors, Aromatase inhibitors",Disease-Drugs
Breast cancer,"CDK4/6 inhibitors, Endocrine therapy",Disease-Drugs
Advanced breast cancer,"CDK4/6 inhibitors, Endocrine therapy",Disease-Drugs
Breast cancer,Trastuzumab deruxtecan,Disease-Drugs
Advanced breast cancer,"Camizestrant, Fulvestrant",Disease-Drugs
Breast cancer,"CDK4/6 inhibitors, anti-HER2",Disease-Drugs
Breast cancer,"Dalpiciclib, pyrotinib",Disease-Drugs
HR+/HER2+ metastatic breast cancer,"Tucatinib, letrozole, palbociclib",Disease-Drugs
Advanced breast cancer,Ribociclib,Disease-Drugs
Metastatic HR+/HER2- breast cancer,Palbociclib,Disease-Drugs
Advanced breast cancer,Aromatase inhibitors,Disease-Drugs
HER2-positive advanced breast cancer,"trastuzumab, lapatinib, pertuzumab, ado-trastuzumab emtansine",Disease-Drugs
Cancers,Ibrutinib,Disease-Drugs
Breast cancer,"Tucatinib, Palbociclib, Fulvestrant",Disease-Drugs
Advanced breast cancer,"Palbociclib, Abemaciclib, Ribociclib",Disease-Drugs
Breast cancer,Tamoxifen,Disease-Drugs
Estrogen receptor-positive metastatic breast cancer,Letrozole,Disease-Drugs
ER+ xenografts,"Fulvestrant, BKM120",Disease-Drugs
ER+/RB-deficient xenografts,"Pemrametostat, Fulvestrant",Disease-Drugs
"Advanced estrogen receptor-positive, HER2-negative breast cancer",Fulvestrant,Disease-Drugs
Metastatic breast cancer,"Fulvestrant, Camizestrant",Disease-Drugs
Breast cancer,"LH-RH agonist, aromatase inhibitor",Disease-Drugs
Metastatic breast cancer,Elacestrant,Disease-Drugs
Breast cancer,Endocrine therapy,Disease-Drugs
Breast cancer,Fulvestrant,Disease-Drugs
ER伪+ breast cancer,"Anti-estrogens, PI3K/AKT/mTOR inhibitors, CDK4/6 inhibitors",Disease-Drugs
Breast cancer,"elacestrant, fulvestrant",Disease-Drugs
tumors,ATP-competitive inhibitors,Disease-Drugs
Metastatic breast cancer,Aromatase inhibitors,Disease-Drugs
Breast cancer,Letrozole,Disease-Drugs
Breast cancer,GPX4 inhibitors,Disease-Drugs
Cancer,Selective ER degraders,Disease-Drugs
HR+ metastatic breast cancer,Aromatase inhibitors,Disease-Drugs
Metastatic breast cancer,Fulvestrant,Disease-Drugs
Metastatic breast cancer,"Fulvestrant, aromatase inhibitors",Disease-Drugs
Metastatic breast cancer,"Fulvestrant, anastrozole",Disease-Drugs
Endocrine therapy-resistant ESR1(+) breast cancer,"SERD, SSH-CDK4/6 inhibitors",Disease-Drugs
"ER-positive, HER2-negative metastatic breast cancer",Palbociclib,Disease-Drugs
"ER-positive, HER2-negative breast cancer",Palbociclib,Disease-Drugs
Breast cancer,Abemaciclib,Disease-Drugs
Estrogen receptor-positive breast tumors,Antiestrogens,Disease-Drugs
Breast cancer,fulvestrant,Disease-Drugs
Breast cancer,"tamoxifen,aromatase inhibitors",Disease-Drugs
Breast cancer,"H3B-6545, fulvestrant",Disease-Drugs
Breast cancer,H3B-6545,Disease-Drugs
ER-positive breast cancer,CDK4/6 inhibitors,Disease-Drugs
Breast cancer,Camizestrant,Disease-Drugs
Liposarcoma,Inhibitors of CDK4 and MDM2,Disease-Drugs
Sarcomas,"CDK4 inhibitors, MDM2 inhibitors, cediranib, eribulin, crizotinib",Disease-Drugs
Liposarcoma,MDM2 inhibitors,Disease-Drugs
"HR+, HER2- breast cancer",MTOR,Disease-Drugs
GBM,"Palbociclib, Everolimus",Disease-Drugs
Resistance in hormone-receptor-positive breast cancer,"CDK4/6 inhibitors, mTOR inhibitors",Disease-Drugs
HR+/HER2- breast cancer,"CDK4/6 inhibitors, mTOR inhibitors",Disease-Drugs
Hepatocellular carcinoma,"Alpelisib, MLN0128, palbociclib",Disease-Drugs
Hepatocellular carcinoma,Alpelisib,Disease-Drugs
PEComa,nab-sirolimus,Disease-Drugs
Myeloproliferative neoplasms (MPN),"PI3K inhibitors, mTOR inhibitors, CDK4/6 inhibitors, Epigenetic modulators",Disease-Drugs
Neuroendocrine tumors (NETs),"Everolimus, sunitinib",Disease-Drugs
Hormone-resistant tumors,CDK4/6 inhibitors,Disease-Drugs
Non-clear cell RCC,"VEGF inhibitors, mTOR inhibitors",Disease-Drugs
ICC,MLN0128,Disease-Drugs
ICC,"Palbociclib, MLN0128",Disease-Drugs
Head and neck squamous cell carcinoma (HNSCC),Palbociclib,Disease-Drugs
Breast cancer,Everolimus,Disease-Drugs
Tumor,Rapamycin,Disease-Drugs
Breast cancer,RMC-6272,Disease-Drugs
Advanced breast cancer,"PI3K inhibitors, mTOR inhibitors",Disease-Drugs
Osteosarcoma,"Palbociclib, Everolimus",Disease-Drugs
Recurrent glioblastoma,"CDK4/6 inhibitors, PI3K/mTOR inhibitors",Disease-Drugs
Cancer,FMD,Disease-Drugs
Luminal ABC,PIK3CA/mTOR inhibitors,Disease-Drugs
Metastatic breast cancer,"CDK4/6 inhibitors, mTOR inhibitors, PI3K inhibitors",Disease-Drugs
Breast cancer,"CDK4/6 inhibitors, PI3K/mTOR inhibitors",Disease-Drugs
Breast cancer,"CDK4/6 inhibitors, mTOR inhibitors",Disease-Drugs
Hormone receptor-positive (HR+) breast cancer,fulvestrant,Disease-Drugs
ER(+)/FGFR1(+) metastatic breast cancer,mTOR inhibitors,Disease-Drugs
ER+ metastatic breast cancer,Everolimus,Disease-Drugs
HR+ ABC,"PI3K/mTOR inhibitors, fulvestrant",Disease-Drugs
Melanoma,Rapamycin,Disease-Drugs
Breast cancer,"CDK4/6 inhibitors, PI3K/AKT/mTOR inhibitors",Disease-Drugs
"Oral cancer, OSCC","PI3K inhibitors, mTOR inhibitors",Disease-Drugs
Cancer,"PI3Ki, anti-HER2, chemotherapy, CDK4/6 inhibitors, mTOR inhibitors",Disease-Drugs
Gynecologic cancers,Gedatolisib,Disease-Drugs
Breast cancer,"mTOR inhibitors, CDK4/6 inhibitors",Disease-Drugs
Cancer,"CDK4/6 inhibitors,mTOR inhibitors",Disease-Drugs
Breast cancer,"CDK4/6 inhibitors,mTOR inhibitors",Disease-Drugs
Cancer,Palbociclib,Disease-Drugs
Ovarian cancer,"Olaparib, Palbociclib",Disease-Drugs
Ovarian cancer,Doxazosin,Disease-Drugs
Breast cancer,CDK4/6 inhibitors,Disease-Drugs
Triple-negative breast cancer (TNBC),Olaparib,Disease-Drugs
BRCA(mut)/TNBC,"Olaparib, Palbociclib",Disease-Drugs
histiocytic sarcoma,Cobimetinib,Disease-Drugs
NRAS-mutant melanoma,"MEK1/2 inhibitors, CDK4/6 inhibitors",Disease-Drugs
Melanoma,"Binimetinib, Ribociclib",Disease-Drugs
NRAS-mutant melanoma,"MEK inhibitors, CDK4/6 inhibitors",Disease-Drugs
Melanoma,Binimetinib,Disease-Drugs
Melanoma,"CDK4/6 inhibitors, MEK inhibitors",Disease-Drugs
Metastatic breast cancer,PI3K inhibitors,Disease-Drugs
Advanced breast cancer,"PI3K inhibitors, CDK4/6 inhibitors",Disease-Drugs
Breast cancer,"PI3K inhibitors, CDK4/6 inhibitors",Disease-Drugs
Cancer,PI3K inhibitors,Disease-Drugs
AML,"CDK4/6 inhibitors, FLT3 inhibitors, pan-PI3K inhibitors",Disease-Drugs
PIK3CA-mutated advanced breast cancer,"Piqray, Fulvestrant",Disease-Drugs
Breast cancer,Alpelisib,Disease-Drugs
Breast cancer,"Capivasertib, fulvestrant",Disease-Drugs
Colorectal cancer,"Alpelisib, Ribociclib",Disease-Drugs
Colorectal cancer,"Ribociclib, Alpelisib",Disease-Drugs
Lung squamous cell carcinoma (LUSC),PI3K inhibitors,Disease-Drugs
Cancer,"PI3K inhibitors, HSP90 inhibitors",Disease-Drugs
HPV(neg) HNSCC,Alpelisib,Disease-Drugs
Advanced breast cancer,"Palbociclib, Fulvestrant",Disease-Drugs
HCC,alpelisib,Disease-Drugs
NRAS melanoma,"MEK inhibitors, CDK4/6 inhibitors",Disease-Drugs
Tumors,Palbociclib,Disease-Drugs
"Estrogen receptor-positive, HER2-positive breast cancer",CDK4/6 inhibitors,Disease-Drugs
CRPC,CDK4/6 inhibitor,Disease-Drugs
MPNST,"CDK4/6 inhibitors, MEK inhibitors",Disease-Drugs
Diet-induced obesity (DIO),CDK4/6 inhibitors,Disease-Drugs
TNBC,Palbociclib,Disease-Drugs
Glioblastoma,abemaciclib,Disease-Drugs
Glioblastoma,"MPT0L145, abemaciclib",Disease-Drugs
tumor,CDK4/6 inhibitors,Disease-Drugs
Liver tumor,Palbociclib,Disease-Drugs
"Lung cancer, Colon cancer",Palbociclib,Disease-Drugs
"Breast cancer, melanoma, leukemia, lymphoma",G1T38,Disease-Drugs
RB1-deficient tumors,CDK4/6 inhibitors,Disease-Drugs
Tumors,CDK4/6 inhibitors,Disease-Drugs
Multiple myeloma,Palbociclib,Disease-Drugs
Tumor,Ribociclib,Disease-Drugs
Sarcoma,"palbociclib, doxorubicin, AZD1775",Disease-Drugs
Cancer,"ARV-825, Fulvestrant, Palbociclib",Disease-Drugs
SCLC,Abemaciclib,Disease-Drugs
Triple-negative breast cancer (TNBC),CDK4/6 inhibitors,Disease-Drugs
Tumor,PF-7006,Disease-Drugs
ER+ breast cancer,"RP-6306, Gemcitabine",Disease-Drugs
Prostate cancer,Piceatannol,Disease-Drugs
HCC,doxorubicin,Disease-Drugs
Tumor,"RP-6306, gemcitabine",Disease-Drugs
Glial cell transformation,PI3K,Disease-Pathway
Lung cancer,IL-17 signaling,Disease-Pathway
Melanoma,"p16(INK4A)-CDK4-RB, RAS-RAF-MEK-ERK, PI3K-AKT",Disease-Pathway
Melanoma,RAS-BRAF,Disease-Pathway
Melanoma,RAS-RAF-MEK-ERK,Disease-Pathway
Low-grade serous ovarian cancer (LGSC),Mitogen-activated protein kinase pathway,Disease-Pathway
histiocytic sarcoma,RAS-MAPK,Disease-Pathway
Tumors,BRAF pathway,Disease-Pathway
Melanocytic tumors,RAS-RAF-MEK-ERK,Disease-Pathway
Mucosal melanomas,MAPK,Disease-Pathway
High-grade astrocytomas,p16-cdk4-cyclin D1-pRb,Disease-Pathway
"Glioblastoma, Brain metastases",CDK4/CDK6-cyclin D1-Rb-p16/ink4a pathway,Disease-Pathway
MCL,Ubiquitin-proteasome system,Disease-Pathway
Breast cancer,"PI3K-AKT, CCND1-CDK4/6",Disease-Pathway
Varicocele,Cell cycle,Disease-Pathway
Breast cancer,Cell-cycle markers,Disease-Pathway
Prostate cancer,G1-S transition,Disease-Pathway
Colorectal cancer,"STAT3,Erk,p38",Disease-Pathway
Cancer,CDK4-cyclin D1 pathway,Disease-Pathway
HPV(U) tumors,Cell cycle progression,Disease-Pathway
Gastric cancer,G1-S regulatory pathway,Disease-Pathway
Multiple myeloma,RAS/MAPK,Disease-Pathway
Ovarian cancer,Cyclin D/CDK4,Disease-Pathway
Ovarian cancer,Cyclin D1/CDK4,Disease-Pathway
Salivary gland tumors,Cyclin pathway,Disease-Pathway
Breast cancer,ER-cyclin D1-CDK4/6-RB pathway,Disease-Pathway
Breast cancer,Cyclin signaling,Disease-Pathway
HR-positive breast cancer,CDK4/6-cyclin D1,Disease-Pathway
Ovarian cancer,"Wnt, Hippo",Disease-Pathway
Sarcomas,CDKN2A-CCND-CDK4/6-Rb,Disease-Pathway
Tumor,"PKC,MAPK",Disease-Pathway
Primary cutaneous melanoma (PCM),FAMMM,Disease-Pathway
Low-grade gliomas,"RB1,TP53",Disease-Pathway
Melanoma,p16INK4/CDK4/RB,Disease-Pathway
Glioma,Cell cycle control,Disease-Pathway
ER+ breast cancer,p16INK4a/cyclin D/CDK4/6/RB pathway,Disease-Pathway
Solid tumors,Cyclin D-CDK4/6-Rb-INK4,Disease-Pathway
Cancer,Cyclin D-CDK4/6-Rb-INK4,Disease-Pathway
MPNST,pRB,Disease-Pathway
Meningeal hemangiopericytomas,Rb pathway,Disease-Pathway
Melanoma,Cell cycle,Disease-Pathway
Melanoma,Pigmentation pathway,Disease-Pathway
Moyamoya disease (MMD),Cell cycle,Disease-Pathway
HCC,COX-2/Wnt,Disease-Pathway
Melanoma,RAR signaling,Disease-Pathway
Diffuse high-grade glioma (DHG),Cell cycle,Disease-Pathway
Cancer,Cyclin D-CDK4/6,Disease-Pathway
Melanoma,"MAPK, Cell cycle",Disease-Pathway
Multiple myeloma,"CDK4/6,Erk1/2",Disease-Pathway
Squamous cell lung cancer,EGFR,Disease-Pathway
Lung cancer,EGFR-TKI pathway,Disease-Pathway
Brain cancer,"MAPK, AKT, STAT3, Src, Abl",Disease-Pathway
Chordoma,"CDK4/6,IGF1R/FGFR/EGFR",Disease-Pathway
Metastatic breast cancer (mBC),"EGFR, HER2",Disease-Pathway
METex 14 alteration,EGFR signaling,Disease-Pathway
Breast cancer,Cell cycle pathway,Disease-Pathway
Breast cancer,PI3K/AKT/mTOR,Disease-Pathway
Triple-negative breast cancer,"Estrogen signaling, HER2 signaling",Disease-Pathway
Endocrine resistance,PIK3CA/mTOR,Disease-Pathway
ER伪+ breast cancer,PI3K/AKT/mTOR,Disease-Pathway
Tumors,MAP kinase pathway,Disease-Pathway
Breast cancer,ATR:CHK1,Disease-Pathway
Breast cancer,"mTORC1/2,CDK4/6,ER",Disease-Pathway
"Adipocytic tumors, atypical lipomatous tumors/well-differentiated liposarcomas (ALT/WDL)",Retinoblastoma pathway,Disease-Pathway
"Soft tissue sarcomas, leiomyosarcomas (LMS), alveolar rhabdomyosarcomas (ARMS), embryonal rhabdomyosarcomas (ERMS)",12q13-15 region,Disease-Pathway
Anaplastic oligodendrogliomas,TP53 pathway,Disease-Pathway
METex 14 alteration,Cell cycle,Disease-Pathway
Glioblastoma (GB),"pRB/CDK4/RB1/P16(ink4),TP53/MDM2/P14(arf),PI3K/Akt-PTEN",Disease-Pathway
Ossifying fibroma (OF),Retinoblastoma pathway,Disease-Pathway
Juvenile ossifying fibroma (JOF),Retinoblastoma pathway,Disease-Pathway
Malignant peripheral nerve sheath tumors,mTOR,Disease-Pathway
Triple negative breast cancer,PI3K/AKT/mTOR,Disease-Pathway
GBM,MTOR,Disease-Pathway
Resistance in hormone-receptor-positive breast cancer,"PI3K/AKT/mTOR, CDK4/6",Disease-Pathway
HR+/HER2- breast cancer,CDK4/6,Disease-Pathway
Advanced ER+ breast cancer,PI3K/AKT/mTOR,Disease-Pathway
Breast cancer,PI3K/Akt/mTOR,Disease-Pathway
Cancer,"PI3K/Akt/mTOR,CDK4/6/RB",Disease-Pathway
Endocrine resistance,PI3K/mTOR,Disease-Pathway
HCC,"MAPK, mTORC1/p70S6K, src/FAK",Disease-Pathway
Tumor,mTOR/p70-S6k,Disease-Pathway
HNSCC,mTOR,Disease-Pathway
Breast cancer,"PI3K/AKT, PTEN, mTOR",Disease-Pathway
Breast cancer,PI3K-mTOR,Disease-Pathway
Osteosarcoma,mTOR,Disease-Pathway
Metastatic breast cancer,PI3K/AKT/mTOR,Disease-Pathway
Cancer,"PI3K-AKT, mTOR, CDK4/6",Disease-Pathway
histiocytic sarcoma,PI3K,Disease-Pathway
Breast cancer,"PI3K/mTOR, CDK4/6",Disease-Pathway
Endocrine-resistant breast cancer,"PI3K, AKT, mTOR",Disease-Pathway
Recurrent tumors,PI3K/mTOR,Disease-Pathway
HR+ ABC,PI3K/mTOR,Disease-Pathway
Melanoma,mTOR/p70-S6k,Disease-Pathway
Gynecologic cancers,PI3K/mTOR,Disease-Pathway
metastatic breast cancer,AKT/mTOR pathway,Disease-Pathway
Cancer,mTOR,Disease-Pathway
"Breast cancer,RAS-mutant cancers","PI3K-mTOR pathway,RAS/RAF/MAPK pathway",Disease-Pathway
Lymphoproliferative disorder (LPD),Amplifications,Disease-Pathway
Cancer,HR,Disease-Pathway
Polycystic kidney disease,JNK/CDK4-dependent pSmad3L,Disease-Pathway
Tumor,Beta-catenin-Tcf,Disease-Pathway
Triple-negative breast cancer (TNBC),Wnt signaling,Disease-Pathway
BRCA(mut)/TNBC,Wnt signaling,Disease-Pathway
Melanoma,MAPK,Disease-Pathway
Melanoma,"MAPK, PI3K, CDK4/6",Disease-Pathway
Melanoma,Senescence escape,Disease-Pathway
Breast cancer,PI3K pathway,Disease-Pathway
CA,PI3K/AKT,Disease-Pathway
Breast cancer,PI3K,Disease-Pathway
Cancer,PI3K/AKT,Disease-Pathway
Breast cancer,"PI3K, AKT",Disease-Pathway
Melanoma,PI3K-AKT,Disease-Pathway
Colorectal cancer,"PI3K, Cell-cycle, Apoptosis",Disease-Pathway
Diabetes,PI3K/AKT pathway,Disease-Pathway
Lung squamous cell carcinoma (LUSC),PI3K,Disease-Pathway
NRAS-mutant melanoma,"MAPK, PI3K, S6K1",Disease-Pathway
Breast tumors,PI3K pathway,Disease-Pathway
Tumor,"Notch, PI3K/AKT",Disease-Pathway
HPV(neg) HNSCC,PI3K,Disease-Pathway
Breast cancer,PI3K/AKT,Disease-Pathway
Tumor,PI3K,Disease-Pathway
Salivary gland tumors,PI3K pathway,Disease-Pathway
HCC,"MAPK, AKT",Disease-Pathway
HCC,mTOR pathway,Disease-Pathway
NRAS melanoma,S6K1,Disease-Pathway
PFS,DNA repair pathway,Disease-Pathway
Breast cancer,PTEN-related pathways,Disease-Pathway
Breast cancer,PI3K-PTEN-AKT-FoxO3a,Disease-Pathway
Cancer,CDK4/6-RB,Disease-Pathway
"Lung cancer, Colon cancer","NF-魏B, AKT",Disease-Pathway
Squamous Cell Carcinomas,Cyclin D-CDK4/6-INK4-Rb,Disease-Pathway
Human tumors,G1 control pathway,Disease-Pathway
Glioblastoma,CDK4/6-RB pathway,Disease-Pathway
Breast cancer,Cyclin D1-CDK4/6-retinoblastoma pathway,Disease-Pathway
HR+ breast cancer,Cyclin D-CDK4/6-Rb pathway,Disease-Pathway
Breast cancer,CDK-Rb-E2F,Disease-Pathway
Neuroendocrine tumors (NETs),Cell cycle,Disease-Pathway
Glioblastoma,"MAPK, Akt",Disease-Pathway
Breast cancer,CDK4/6-Rb-E2F pathway,Disease-Pathway
Endocrine therapy resistance,Cyclin D-CDK4/6-Rb,Disease-Pathway
GBM,"p53 control, growth signaling, cell cycle control",Disease-Pathway
Colon Cancer,"Hedgehog, Akt, p53",Disease-Pathway
IBC,NOTCH,Disease-Pathway
Melanocytic tumors,ARF-p53,Disease-Pathway
Notopterol,IL-17 signaling,Drugs-Pathway
Tyrosine kinase inhibitors,"BRAF/MEK, ALK, CDK4/6",Drugs-Pathway
"letrozole, everolimus, palbociclib","PI3K-AKT, CCND1-CDK4/6",Drugs-Pathway
GRN163L,Cell cycle,Drugs-Pathway
PI3K/mTOR inhibitors,AKT/mTOR,Drugs-Pathway
PD-0332991,G1-S transition,Drugs-Pathway
Luteoloside,p38 MAPK,Drugs-Pathway
Artemisinin,ERK1/2,Drugs-Pathway
EESB,"STAT3,Erk,p38",Drugs-Pathway
Salidroside,CDK4-cyclin D1 pathway,Drugs-Pathway
IB-MECA,Cyclin D1/CDK4,Drugs-Pathway
Erufosine,Cell cycle,Drugs-Pathway
"palbociclib, trametinib",MEK,Drugs-Pathway
"palbociclib,celecoxib",COX-2/Wnt,Drugs-Pathway
BRAF/MEK inhibitors,"MAPK, Cell cycle",Drugs-Pathway
"MEK inhibitors, CDK4/6 inhibitors","MAPK, Cell cycle",Drugs-Pathway
"Erk1/2 inhibitors,CDK4/6 inhibitors","CDK4/6,Erk1/2",Drugs-Pathway
"Necitumumab, afatinib, erlotinib",EGFR,Drugs-Pathway
PD 0332991,EGFR-TKI pathway,Drugs-Pathway
"Palbociclib,Erlotinib","p16-CDK4/6-RB,AREG/EGFR",Drugs-Pathway
Palbociclib,"EGFR, HER2",Drugs-Pathway
"Anti-estrogens, PI3K/AKT/mTOR inhibitors, CDK4/6 inhibitors",PI3K/AKT/mTOR,Drugs-Pathway
"CDK4/6 inhibitors,ET",PI3K/AKT/mTOR,Drugs-Pathway
"Palbociclib, Everolimus",MTOR,Drugs-Pathway
"CDK4/6 inhibitors, mTOR inhibitors","PI3K/AKT/mTOR, CDK4/6",Drugs-Pathway
"CDK4/6 inhibitors, mTOR inhibitors",CDK4/6,Drugs-Pathway
"Abemaciclib, lenvatinib","MAPK, mTORC1/p70S6K, src/FAK",Drugs-Pathway
Rapamycin,mTOR/p70-S6k,Drugs-Pathway
RMC-6272,mTORC1,Drugs-Pathway
"Palbociclib, Everolimus",mTOR,Drugs-Pathway
FMD,"PI3K-AKT, mTOR, CDK4/6",Drugs-Pathway
CDK4/6 inhibitors,"MTORC1, E2F, MYC",Drugs-Pathway
"CDK4/6 inhibitors, mTOR inhibitors","PI3K/mTOR, CDK4/6",Drugs-Pathway
"PI3K/mTOR inhibitors, fulvestrant",PI3K/mTOR,Drugs-Pathway
PI3K/mTOR inhibitors,AKT/mTOR axis,Drugs-Pathway
Gedatolisib,PI3K/mTOR,Drugs-Pathway
"CDK4/6 inhibitors,mTOR inhibitors",mTOR,Drugs-Pathway
Palbociclib,HR,Drugs-Pathway
Olaparib,Wnt signaling,Drugs-Pathway
"Olaparib, Palbociclib",Wnt signaling,Drugs-Pathway
"Binimetinib, Ribociclib",MAPK,Drugs-Pathway
"PI3K inhibitors, CDK4/6 inhibitors",PI3K,Drugs-Pathway
"Ribociclib, Alpelisib","PI3K, Cell-cycle, Apoptosis",Drugs-Pathway
"MEK inhibitors, CDK4/6 inhibitors","MAPK, PI3K, S6K1",Drugs-Pathway
Alpelisib,PI3K,Drugs-Pathway
alpelisib,"MAPK, AKT",Drugs-Pathway
alpelisib,mTOR pathway,Drugs-Pathway
"MEK inhibitors, CDK4/6 inhibitors",S6K1,Drugs-Pathway
CDK4/6 inhibitors,G1-S checkpoint,Drugs-Pathway
"Alpelisib, Ribociclib",PI3K/AKT/mTOR,Drugs-Pathway
Palbociclib,Cell cycle,Drugs-Pathway
Palbociclib,NF-魏B,Drugs-Pathway
Palbociclib,"NF-魏B, AKT",Drugs-Pathway
LEE011,Cell cycle,Drugs-Pathway
TP53-modulating drugs,Wnt signaling,Drugs-Pathway
